"seqnames","idx","start","end","BG","Log2FC","FDR.x","Significant_Peak_Name","idxATAC","idxRNA","Correlation","FDR.y","VarQATAC","VarQRNA","geneName","pass_corr","pass_link_fdr","pass_peak_fdr","pass_log2fc","is_significant","peak_id"
"chr14",8401,102077404,102077904,-3.00542617178584,-3.00542617178584,0.000530297736663693,"chr14_102077404_102077904",200695,6548,-0.266051275889507,9.98574109905541e-09,0.76238373821071,0.520754363798025,"ZNF839",TRUE,TRUE,TRUE,TRUE,TRUE,"chr14_102077404_102077904"
"chr5",2148,42993087,42993587,0.582294150624402,0.582294150624402,0.00239689899383497,"chr5_42993087_42993587",79210,16089,0.259902738583227,2.3253449047865e-08,0.934204707741603,0.880106696616594,"ZNF131",TRUE,TRUE,TRUE,TRUE,TRUE,"chr5_42993087_42993587"
"chr9",6618,111648062,111648562,0.844406528739673,0.844406528739673,0.040363649900303,"chr9_111648062_111648562",140264,20206,-0.259235298279771,2.54559545558148e-08,0.782189020102506,0.756188871730076,"ZNF483",TRUE,TRUE,TRUE,TRUE,TRUE,"chr9_111648062_111648562"
"chr19",9704,47429937,47430437,1.20375190616953,1.20375190616953,0.00989921652845795,"chr19_47429937_47430437",249414,10679,-0.25785243033033,3.06731949028408e-08,0.818011787477436,0.357808039683654,"ZNF541",TRUE,TRUE,TRUE,TRUE,TRUE,"chr19_47429937_47430437"
"chr12",5873,53365254,53365754,0.71164572469344,0.71164572469344,0.00506489795491366,"chr12_53365254_53365754",177919,4795,-0.256281549748993,3.78460012580431e-08,0.898918393829335,0.575366184660022,"ZNF740",TRUE,TRUE,TRUE,TRUE,TRUE,"chr12_53365254_53365754"
"chr16",9646,89315935,89316435,0.613020418197917,0.613020418197917,0.0233558954476694,"chr16_89315935_89316435",220312,8081,-0.255473029777198,4.21448928955753e-08,0.984863313107588,0.500538162759137,"ZNF778",TRUE,TRUE,TRUE,TRUE,TRUE,"chr16_89315935_89316435"
"chr10",7397,75402839,75403339,-2.12500778807826,-2.12500778807826,0.0237527627602515,"chr10_75402839_75403339",152343,2563,0.254932252269982,4.52795003121004e-08,0.490517822578891,0.16636248771585,"ZNF503-AS2",TRUE,TRUE,TRUE,TRUE,TRUE,"chr10_75402839_75403339"
"chr2",2732,27717019,27717519,1.56608898297157,1.56608898297157,0.00323632523241877,"chr2_27717019_27717519",29726,11246,-0.252331614622229,6.37986623413152e-08,0.422283116939605,0.717909120688848,"ZNF512",TRUE,TRUE,TRUE,TRUE,TRUE,"chr2_27717019_27717519"
"chr9",5255,96420348,96420848,1.09121064700707,1.09121064700707,0.0375021697300703,"chr9_96420348_96420848",138901,20113,-0.250905436842517,7.68642317548117e-08,0.877728482054182,0.598717768730404,"ZNF367",TRUE,TRUE,TRUE,TRUE,TRUE,"chr9_96420348_96420848"
"chr10",7333,75042273,75042773,3.7364730108223,3.7364730108223,0.0301871941662776,"chr10_75042273_75042773",152279,2561,0.250787396139767,7.8054536561836e-08,0.627309830872172,0.288080864804156,"ZNF503-AS1",TRUE,TRUE,TRUE,TRUE,TRUE,"chr10_75042273_75042773"
"chr17",4388,32504080,32504580,1.74129448504876,1.74129448504876,2.63170960134085e-05,"chr17_32504080_32504580",225010,8521,-0.250511529578309,8.08977366198558e-08,0.772195762017645,0.886798633534559,"ZNF207",TRUE,TRUE,TRUE,TRUE,TRUE,"chr17_32504080_32504580"
"chr15",7616,89851222,89851722,1.56741562266574,1.56741562266574,0.0318162817947854,"chr15_89851222_89851722",209391,7169,0.249468681384531,9.26064059527799e-08,0.599642606003929,0.842294913192007,"ZNF710",TRUE,TRUE,TRUE,TRUE,TRUE,"chr15_89851222_89851722"
"chr16",4670,31242216,31242716,1.70616565419438,1.70616565419438,0.0175162422644881,"chr16_31242216_31242716",215336,7678,0.247978078762872,1.12212615144651e-07,0.158717731236815,0.568065889840423,"ZNF646",TRUE,TRUE,TRUE,TRUE,TRUE,"chr16_31242216_31242716"
"chr5",13226,176994526,176995026,1.11376436208839,1.11376436208839,0.0147810692110995,"chr5_176994526_176995026",90288,16853,-0.245908177858351,1.46248331800498e-07,0.740581254576166,0.742664607609153,"ZNF346",TRUE,TRUE,TRUE,TRUE,TRUE,"chr5_176994526_176995026"
"chr1",26872,247407092,247407592,0.67764210756445,0.67764210756445,0.000195400301530644,"chr1_247407092_247407592",26872,2115,-0.244806859179019,1.68210772957039e-07,0.97459095423472,0.715803266413964,"ZNF124",TRUE,TRUE,TRUE,TRUE,TRUE,"chr1_247407092_247407592"
"chr17",2246,12041270,12041770,-2.15553546670001,-2.15553546670001,0.046169582501837,"chr17_12041270_12041770",222868,8347,-0.244663396744259,1.71290993954206e-07,0.701286038436166,0.531611212504095,"ZNF18",TRUE,TRUE,TRUE,TRUE,TRUE,"chr17_12041270_12041770"
"chr10",4270,42782493,42782993,0.619373822574665,0.619373822574665,0.027183370459153,"chr10_42782493_42782993",149216,2354,-0.244386969699364,1.77401605505291e-07,0.922511472129793,0.899199775375544,"ZNF33B",TRUE,TRUE,TRUE,TRUE,TRUE,"chr10_42782493_42782993"
"chr19",8731,43781571,43782071,1.6810973191743,1.6810973191743,0.0292336415863382,"chr19_43781571_43782071",248441,10556,0.244367281412814,1.77843064468892e-07,0.70447576172767,0.479573213533623,"ZNF576",TRUE,TRUE,TRUE,TRUE,TRUE,"chr19_43781571_43782071"
"chr1",4813,26472921,26473421,-0.899508187644602,-0.899508187644602,2.04786706672927e-05,"chr1_26472921_26473421",4813,377,0.243256441056407,2.04604958005577e-07,0.991318878087326,0.785858018625111,"ZNF683",TRUE,TRUE,TRUE,TRUE,TRUE,"chr1_26472921_26473421"
"chr19",11755,55519314,55519814,1.28465400858101,1.28465400858101,0.0143043960852238,"chr19_55519314_55519814",251465,10976,-0.240663062693001,2.83020446480284e-07,0.565124725430069,0.501614488277411,"ZNF580",TRUE,TRUE,TRUE,TRUE,TRUE,"chr19_55519314_55519814"
"chr14",193,21072091,21072591,1.14111084489049,1.14111084489049,0.0422328075838241,"chr14_21072091_21072591",192487,5988,0.240184557340838,3.00360313274876e-07,0.704040799460647,0.432963638916187,"ZNF219",TRUE,TRUE,TRUE,TRUE,TRUE,"chr14_21072091_21072591"
"chr1",21348,200376544,200377044,2.18459619266038,2.18459619266038,0.00344804537459921,"chr1_200376544_200377044",21348,1755,0.240076620436471,3.04389317452275e-07,0.496745032368442,0.607187982591605,"ZNF281",TRUE,TRUE,TRUE,TRUE,TRUE,"chr1_200376544_200377044"
"chr19",1162,2974280,2974780,2.10800801818311,2.10800801818311,0.00262263627040315,"chr19_2974280_2974780",240872,9744,-0.240046151164433,3.05533945475759e-07,0.465913457007605,0.46272637933455,"ZNF77",TRUE,TRUE,TRUE,TRUE,TRUE,"chr19_2974280_2974780"
"chr15",7608,89828497,89828997,0.705770798649764,0.705770798649764,0.0308549796864127,"chr15_89828497_89828997",209383,7169,0.236573634092986,4.6801835544007e-07,0.773873991431243,0.842294913192007,"ZNF710",TRUE,TRUE,TRUE,TRUE,TRUE,"chr15_89828497_89828997"
"chr1",26986,248873550,248874050,0.85922239426949,0.85922239426949,0.000202642329842971,"chr1_248873550_248874050",26986,2162,0.236369443052927,4.79765688140788e-07,0.92379823550307,0.495343722214423,"ZNF672",TRUE,TRUE,TRUE,TRUE,TRUE,"chr1_248873550_248874050"
"chr6",5578,35368409,35368909,1.97771923260928,1.97771923260928,0.000133081143021565,"chr6_35368409_35368909",96597,17352,-0.235111702315273,5.59025746693564e-07,0.617577550147525,0.740605550095933,"ZNF76",TRUE,TRUE,TRUE,TRUE,TRUE,"chr6_35368409_35368909"
"chr1",26813,246961957,246962457,0.988021853997633,0.988021853997633,1.42581734424124e-05,"chr1_246961957_246962457",26813,2113,-0.232999081197598,7.20839847473359e-07,0.849397939728729,0.479011652393654,"ZNF669",TRUE,TRUE,TRUE,TRUE,TRUE,"chr1_246961957_246962457"
"chrX",2675,47619749,47620249,-0.925895221373459,-0.925895221373459,0.011087085508531,"chrX_47619749_47620249",271816,20755,0.230506339470603,9.7003175424223e-07,0.95026568945144,0.737189386494455,"ZNF41",TRUE,TRUE,TRUE,TRUE,TRUE,"chrX_47619749_47620249"
"chr1",3902,23422243,23422743,1.48242702421827,1.48242702421827,0.022803257316144,"chr1_23422243_23422743",3902,322,-0.228043291551352,1.29638273859926e-06,0.901085955793335,0.347372361832561,"ZNF436-AS1",TRUE,TRUE,TRUE,TRUE,TRUE,"chr1_23422243_23422743"
"chr19",8713,43756137,43756637,1.97193152092148,1.97193152092148,0.0051715269914028,"chr19_43756137_43756637",248423,10556,-0.227738874021001,1.34344568558799e-06,0.56952871838368,0.479573213533623,"ZNF576",TRUE,TRUE,TRUE,TRUE,TRUE,"chr19_43756137_43756637"
"chr15",7609,89829974,89830474,1.59898348867097,1.59898348867097,0.00208049449314191,"chr15_89829974_89830474",209384,7169,0.227369395680991,1.40257425835343e-06,0.540480488317638,0.842294913192007,"ZNF710",TRUE,TRUE,TRUE,TRUE,TRUE,"chr15_89829974_89830474"
"chr17",1131,4920253,4920753,0.694972951234441,0.694972951234441,0.0140330716008511,"chr17_4920253_4920753",221753,8210,-0.226123936513796,1.62060571236864e-06,0.845697135773472,0.515840703823295,"ZNF232",TRUE,TRUE,TRUE,TRUE,TRUE,"chr17_4920253_4920753"
"chr10",4406,43403733,43404233,1.31782128603966,1.31782128603966,0.0498539776629961,"chr10_43403733_43404233",149352,2363,-0.225133680862678,1.81662197980597e-06,0.76408371573766,0.51841452571482,"ZNF487",TRUE,TRUE,TRUE,TRUE,TRUE,"chr10_43403733_43404233"
"chr7",8025,99735627,99736127,3.36769890505324,3.36769890505324,0.00266093173615385,"chr7_99735627_99736127",115942,18544,-0.223684335401649,2.14529425542964e-06,0.0505824869692554,0.768777200617717,"ZNF394",TRUE,TRUE,TRUE,TRUE,TRUE,"chr7_99735627_99736127"
"chr14",5038,73724239,73724739,1.32537466415119,1.32537466415119,0.00234971872082447,"chr14_73724239_73724739",197332,6346,0.221923061846514,2.62180340576757e-06,0.599102527855708,0.949740277972764,"ZNF410",TRUE,TRUE,TRUE,TRUE,TRUE,"chr14_73724239_73724739"
"chr1",7347,40575278,40575778,3.86504842611667,3.86504842611667,0.00087236157106764,"chr1_40575278_40575778",7347,575,-0.215045379687574,5.64534863657019e-06,0.219742937300189,0.744068510459076,"ZNF684",TRUE,TRUE,TRUE,TRUE,TRUE,"chr1_40575278_40575778"
"chr17",4657,35188073,35188573,1.15304222781104,1.15304222781104,0.00792997869321138,"chr17_35188073_35188573",225279,8539,-0.213012986822292,7.04566415483732e-06,0.843554946608382,0.610229772099771,"ZNF830",TRUE,TRUE,TRUE,TRUE,TRUE,"chr17_35188073_35188573"
"chr19",2767,8564834,8565334,0.983367346408353,0.983367346408353,0.00637101072796789,"chr19_8564834_8565334",242477,9894,-0.21284123050372,7.17814765539716e-06,0.695334304749063,0.530581683747485,"ZNF414",TRUE,TRUE,TRUE,TRUE,TRUE,"chr19_8564834_8565334"
"chr19",2734,8466689,8467189,2.09410155610598,2.09410155610598,0.0232709458193272,"chr19_8466689_8467189",242444,9894,-0.21153879176436,8.26371793078284e-06,0.245757305553743,0.530581683747485,"ZNF414",TRUE,TRUE,TRUE,TRUE,TRUE,"chr19_8466689_8467189"
"chr15",4016,64283987,64284487,1.21482617246801,1.21482617246801,0.0181452269873956,"chr15_64283987_64284487",205791,6917,-0.211485392963315,8.31110980747413e-06,0.61662788253119,0.91539145491132,"ZNF609",TRUE,TRUE,TRUE,TRUE,TRUE,"chr15_64283987_64284487"
"chr19",2895,9792411,9792911,-0.672827018815683,-0.672827018815683,0.00027174894388402,"chr19_9792411_9792911",242605,9920,-0.211333659280895,8.44743168820702e-06,0.988103781996912,0.635172446066732,"ZNF562",TRUE,TRUE,TRUE,TRUE,TRUE,"chr19_9792411_9792911"
"chr7",8124,100200161,100200661,1.03934042783442,1.03934042783442,0.00337447897364299,"chr7_100200161_100200661",116041,18560,-0.207983124072513,1.20723911942313e-05,0.833373204874477,0.55351209696289,"ZNF3",TRUE,TRUE,TRUE,TRUE,TRUE,"chr7_100200161_100200661"
"chr17",4394,32520386,32520886,1.66593463865722,1.66593463865722,0.000304490192921967,"chr17_32520386_32520886",225016,8521,-0.207799712957895,1.23086461138913e-05,0.855422167127002,0.886798633534559,"ZNF207",TRUE,TRUE,TRUE,TRUE,TRUE,"chr17_32520386_32520886"
"chr15",7046,84734034,84734534,1.41896287253016,1.41896287253016,0.0175566938237524,"chr15_84734034_84734534",208821,7131,-0.207007420860611,1.33820025927736e-05,0.778277984384855,0.778932097898825,"ZNF592",TRUE,TRUE,TRUE,TRUE,TRUE,"chr15_84734034_84734534"
"chr19",2757,8515293,8515793,0.841700106206635,0.841700106206635,0.0273539071283958,"chr19_8515293_8515793",242467,9894,-0.205383268611033,1.58601627943654e-05,0.946804114743046,0.530581683747485,"ZNF414",TRUE,TRUE,TRUE,TRUE,TRUE,"chr19_8515293_8515793"
"chr9",8585,127562815,127563315,1.16120491358917,1.16120491358917,0.00128851770954791,"chr9_127562815_127563315",142231,20329,-0.201017576530783,2.48613981214506e-05,0.786129053304626,0.538958304085357,"ZNF79",TRUE,TRUE,TRUE,TRUE,TRUE,"chr9_127562815_127563315"
"chr18",4702,74595317,74595817,1.1104186010843,1.1104186010843,0.0380827266444429,"chr18_74595317_74595817",239115,9619,0.200399233958783,2.6478073553008e-05,0.616993975772602,0.832888764097524,"ZNF407",TRUE,TRUE,TRUE,TRUE,TRUE,"chr18_74595317_74595817"
"chr11",12755,123547151,123547651,1.47957636479576,1.47957636479576,0.00144473513602424,"chr11_123547151_123547651",171002,4214,-0.200039560352838,2.74637332705709e-05,0.446612006408444,0.48982170433806,"ZNF202",TRUE,TRUE,TRUE,TRUE,TRUE,"chr11_123547151_123547651"
